Time (s),X,Y,Sway Distance (cm),Sway Velocity (cm/s)
29.769463777542114,663,287,0.0,0.0
29.808055639266968,669,281,4.242640687119285,109.93614968274477
29.853400707244873,672,278,2.1213203435596424,46.78172154451884
29.89347195625305,666,284,4.242640687119285,105.87742563885004
29.934189796447754,662,287,2.5,61.39814852766376
29.975661754608154,666,287,2.0,48.22535729479264
30.016344785690308,670,287,2.0,49.16054548544571
30.06125283241272,664,287,3.0,66.80317268180805
30.0971736907959,671,287,3.5,97.43642433776043
30.140588760375977,665,289,3.1622776601683795,72.83824927046653
30.18024778366089,662,289,1.5,37.822414062593936
30.220693588256836,666,289,2.0,49.44888647858431
30.265219688415527,663,292,2.1213203435596424,47.642176970344096
30.30043077468872,662,291,0.7071067811865476,20.081936004481545
30.34277367591858,662,291,0.0,0.0
30.383073568344116,663,287,2.0615528128088303,51.15529319632804
30.424787759780884,665,280,3.640054944640259,87.2617883570399
30.471665859222412,666,277,1.5811388300841898,33.72873151686461
30.508983612060547,663,278,1.5811388300841898,42.369615259052644
30.5482816696167,664,279,0.7071067811865476,17.99342830561471
30.591373682022095,662,280,1.118033988749895,25.9452721360933
30.634387969970703,659,280,1.5,34.87213369176621
30.679348945617676,659,282,1.0,22.241510234383284
30.713448762893677,655,301,9.7082439194738,284.70076073710635
30.752809762954712,648,308,4.949747468305833,125.75258404589579
30.79247260093689,644,308,2.0,50.42503516512581
30.83444094657898,645,307,0.7071067811865476,16.848574094790948
30.87842869758606,644,301,3.0413812651491097,69.14154953408693
30.91356372833252,642,300,1.118033988749895,31.821061914469585
30.958528757095337,638,300,2.0,44.47901080080807
30.99857258796692,633,299,2.5495097567963922,63.667978345341254
31.04141068458557,632,303,2.0615528128088303,48.12428598686151
31.078065872192383,622,291,7.810249675906654,213.07351526023288
31.123374700546265,616,290,3.0413812651491097,67.12557741274145
31.163622856140137,610,283,4.6097722286464435,114.5337509415785
31.20294189453125,607,287,2.5,63.58242984307162
31.240391731262207,606,286,0.7071067811865476,18.881438289476822
31.28688383102417,603,288,1.8027756377319946,38.77595649501983
31.324976682662964,601,285,1.8027756377319946,47.325825192253106
31.366170644760132,602,288,1.5811388300841898,38.38278110647897
31.408479928970337,601,293,2.5495097567963922,60.258872358361614
31.44744086265564,602,314,10.51189802081432,269.8061115711848
31.490516901016235,602,314,0.0,0.0
31.53092074394226,609,321,4.949747468305833,122.50684860269922
31.57213592529297,612,327,3.3541019662496847,81.38025495287714
31.61487054824829,622,338,7.433034373659253,173.93471287743108
31.66067886352539,632,344,5.830951894845301,127.29024980668297
31.69632887840271,640,340,4.47213595499958,125.44555648544113
31.73838472366333,647,348,5.315072906367325,126.38131212034409
31.78103494644165,657,367,10.735455276791944,251.70924270643954
31.821423768997192,665,371,4.47213595499958,110.72706932343911
31.861823797225952,672,374,3.8078865529319543,94.25455178818949
31.90248966217041,676,375,2.0615528128088303,50.69492105048121
31.937870740890503,682,380,3.905124837953327,110.3732554014986
31.986143827438354,686,377,2.5,51.788691769726185
32.02421975135803,691,385,4.716990566028302,123.88381109225163
32.06977462768555,697,389,3.605551275463989,79.14742758913552
32.105769872665405,701,392,2.5,69.45361814870012
32.1498818397522,702,393,0.7071067811865476,16.029817482301066
32.18989586830139,701,398,2.5495097567963922,63.71539805500852
32.23066067695618,700,422,12.010412149464313,294.62697227831774
32.27155089378357,701,433,5.522680508593631,135.06116956792357
32.311699867248535,701,443,5.0,124.53618532396658
32.35340857505798,696,502,29.605742686174924,709.821623374972
32.391050577163696,693,507,2.9154759474226504,77.45273323227862
32.43503260612488,681,496,8.139410298049853,185.06218313015216
32.47724795341492,672,511,8.74642784226795,207.1859739107658
32.51477360725403,669,574,31.535694062442957,840.3769378050036
32.55922770500183,657,599,13.865424623862047,311.9043086314216
32.639373779296875,642,555,23.243278598338918,290.01144226693873
32.68577480316162,639,540,7.648529270389178,164.83535563102666
32.759793758392334,622,565,15.116216457830975,204.22088383596585
32.802329778671265,619,556,4.743416490252569,111.51528655355006
32.84264659881592,608,506,25.59785147234041,634.9174210787829
32.88825082778931,613,504,2.692582403567252,59.042384098598575
32.92804765701294,614,556,26.004807247891687,653.4391748086574
32.96912479400635,616,599,21.523243250030884,523.9713579231385
33.007972717285156,621,579,10.307764064044152,265.3362958443393
33.05260682106018,626,613,17.18284027743958,384.9711055933526
33.0915687084198,634,636,12.175795661885921,312.5052836764051
33.13341164588928,642,663,14.080127840328723,336.49950724893233
33.174078941345215,653,711,24.62214450449026,605.4532082461938
33.2164888381958,662,719,6.020797289396148,141.9667987075749
33.256730794906616,657,788,34.590461112855955,859.5621073157067
33.29655075073242,658,822,17.00735135169495,427.1062335200581
33.336182594299316,667,800,11.884864324004713,299.8816924563266
33.37876582145691,660,809,5.70087712549569,133.8761175708403
33.416571855545044,657,833,12.093386622447824,319.87979998788796
33.46066093444824,654,824,4.743416490252569,107.58710792455406
33.499114990234375,652,857,16.53027525481654,429.87078779808814
33.540549755096436,650,828,14.534441853748634,350.77891481066405
33.582987546920776,650,830,1.0,23.56390276240611
33.62458276748657,649,826,2.0615528128088303,49.56225221952694
33.666547775268555,651,828,1.4142135623730951,33.699828431350475
33.705960750579834,651,822,3.0,76.117064908354
33.74741578102112,660,823,4.527692569068709,109.21937629455161
33.78785586357117,666,820,3.3541019662496847,82.94003757530992
33.82655072212219,667,784,18.006943105369107,465.3575120742219
33.874165534973145,671,808,12.165525060596439,255.49874780938399
33.94769477844238,667,874,33.06055050963308,449.62451603985704
33.99151587486267,668,852,11.01135777277262,251.27983259849776
34.036898612976074,670,831,10.547511554864494,232.41241038626086
34.07653474807739,671,828,1.5811388300841898,39.891347277994285
