timestamp,Fundamental Frequency(Hz),Jitter(%),Shimmer(%),Volumn(RMS),Volumn Status,neutral(%),calm(%),happy(%),sad(%),angry(%),fearful(%),disgust(%),surprised(%)
2025-03-15 21:14:31,158.42,0.0124,0.0746,0.01,Reduced,0.0260,0.0428,0.0590,0.6789,0.0044,0.1775,0.0058,0.0056
