Time (s),X,Y,Deviation (pixels),Velocity (px/s)
1742110772.531426,254,192,3.2097970043260617,64.67218543732173
1742110772.580323,257,191,2.525333002257469,44.89824318209202
1742110772.6118212,258,190,2.8022922732086313,60.72452983162253
1742110772.628289,259,190,2.95582207579798,60.70168024660984
1742110772.644763,260,190,2.1101036438609553,59.66208162046059
1742110772.661524,261,190,1.4724777186415712,137.9775625954317
1742110772.67773,263,189,1.3961955596552504,60.223185825460185
1742110772.694335,264,189,2.3801292580155478,60.33580758386559
1742110772.710909,265,189,3.0686460750639615,60.72716742920021
1742110772.727376,266,189,2.069125052748852,29.041197568304877
1742110772.7618098,267,189,1.0704990582996434,60.734202143064
1742110772.778275,268,189,0.10323751124425275,59.70794482326647
1742110772.7950232,269,189,0.9356001996768658,60.468023758722104
1742110772.8115609,270,189,1.9339176516963887,0.0
1742110772.8283882,270,189,1.9339176516963887,55.79535205459407
1742110772.8463109,271,189,2.933381535608752,60.82315578822199
1742110772.862752,272,189,2.6946013702006435,59.594265497790595
1742110772.879532,273,189,1.7742167305769132,62.49242367805474
1742110772.895534,274,189,1.0172578187612413,63.38008673708388
1742110772.9113119,275,189,0.9600947518879194,60.811691700980106
1742110772.927756,276,189,1.6759326941660195,59.168874405744354
1742110772.9446568,277,189,2.5876087142662083,134.77537595992524
1742110772.961248,279,190,2.5155959204475664,59.44898161665698
1742110772.978069,280,190,1.8047781980680617,58.64437018498064
1742110772.995121,281,190,1.4785891428896536,79.12125814024093
1742110773.012995,282,191,1.0765228731178356,149.81069679731772
1742110773.027921,284,192,3.0100795086625136,85.02926607677354
1742110773.044553,285,193,2.560174133978154,81.26761020860297
1742110773.061955,286,194,1.441842921836234,126.15340662729041
1742110773.07968,288,195,1.321037398556386,60.80904675607104
1742110773.096125,289,195,1.9715347297376071,88.96617223637338
1742110773.112021,290,196,3.37807172888913,134.75213882613906
1742110773.128615,292,197,1.6679326547072049,60.92033290243867
1742110773.1450298,293,197,0.6791141481650534,62.176524652376294
1742110773.161113,293,198,1.3333562540381552,60.364463250003595
1742110773.177679,294,198,1.2070772907241625,0.0
1742110773.1947598,294,198,1.2070772907241625,59.82291191236878
1742110773.2114758,295,198,1.7709410694264522,87.6580008499693
1742110773.2276092,296,199,3.1830915523945182,62.348436199310264
1742110773.243648,297,199,3.0804965224860186,57.53740208787742
1742110773.261028,297,200,2.7120070341692695,85.87123749950378
1742110773.277497,298,201,1.7077648188711545,132.23473898201308
1742110773.294407,300,202,1.4744132373997954,59.77942790359591
1742110773.311135,301,202,1.9671933279357756,93.04681801307821
1742110773.326334,302,203,3.381024713406494,61.13967522812746
1742110773.34269,303,203,3.0469410371807477,84.30537104728212
1742110773.359465,304,204,1.641929519940943,86.48472868392562
1742110773.375817,305,205,0.32865698357238754,59.61628882097932
1742110773.392591,306,205,0.6738176301119095,61.64467960023516
1742110773.408813,306,206,1.2329226566367841,58.4213722595203
1742110773.42593,307,206,1.9662433885577428,0.0
1742110773.442501,307,206,1.9662433885577428,88.38816852457528
1742110773.458501,308,207,3.3583025366164434,0.0
1742110773.476091,308,207,3.3583025366164434,85.09635752837993
1742110773.4927099,309,208,2.5781873845503447,60.06621985449963
1742110773.5093582,309,209,1.902424284813396,58.793159517802074
1742110773.526367,310,209,1.1831237846530798,90.22605946755077
1742110773.542041,311,210,0.3905298833240643,60.53260210708616
1742110773.558561,311,211,1.0605100467993325,0.0
1742110773.575635,311,211,1.0605100467993325,87.77344443563419
1742110773.591747,312,212,2.424337694983849,59.51984560586925
1742110773.6085482,312,213,3.2938702507707887,81.59628037025549
1742110773.62588,313,214,2.947521345028596,0.0
1742110773.64289,313,214,2.947521345028596,59.20645944496203
1742110773.65978,313,215,2.5184264231500904,87.35591884651001
1742110773.6759691,314,216,1.4639746487341072,0.0
1742110773.692302,314,216,1.4639746487341072,60.474126620240206
1742110773.708838,314,217,1.9487974090596303,0.0
1742110773.7259068,314,217,1.9487974090596303,59.758135293782416
1742110773.742641,314,218,2.729908590224021,0.0
1742110773.758244,314,218,2.729908590224021,61.21462973233311
1742110773.77458,314,219,3.620357783479456,0.0
1742110773.791459,314,219,3.620357783479456,59.95974382433669
1742110773.808137,314,220,4.556487687882154,59.11550224803033
1742110773.825053,314,221,5.515085640245583,0.0
1742110773.8413289,314,221,5.515085640245583,78.90024609951878
1742110773.859253,315,222,4.709637774317526,65.72804914359143
1742110773.8744671,315,223,4.835416909776471,0.0
1742110773.890697,315,223,4.835416909776471,0.0
1742110773.907409,315,223,4.835416909776471,25.97751784773884
1742110774.5526998,320,239,7.141682035473513,79.86456225968867
1742110774.683425,323,249,7.614917426637549,40.651934558424436
1742110774.732623,323,251,7.251853837075666,58.99078775263358
1742110774.749575,323,252,7.27259186289245,43.00347703623271
1742110774.782461,324,253,6.457935955477734,0.0
1742110774.798526,324,253,6.457935955477734,57.900386526780785
1742110774.815797,324,254,6.782782993355496,0.0
1742110774.831984,324,254,6.782782993355496,63.74322188449848
1742110774.847672,324,255,7.232382281437628,65.53497601599975
1742110774.862931,325,255,6.389091448382561,57.86044971720237
1742110774.880214,325,256,6.924008402471148,0.0
1742110774.896816,325,256,6.924008402471148,0.0
1742110774.913886,325,256,6.924008402471148,57.60694419645923
1742110774.931245,325,257,6.47593165515598,30.053553643209778
1742110774.964519,325,258,6.159016905887781,0.0
1742110774.981112,325,258,6.159016905887781,78.98580091145342
1742110775.006433,325,260,5.993753926925258,0.0
1742110775.020354,325,260,5.993753926925258,143.18451507186018
1742110775.034322,325,262,6.474309463259568,139.40353967594515
1742110775.0486689,325,264,6.994344933882292,69.82593061197309
1742110775.0629902,325,265,6.503529416707293,69.02386202810783
1742110775.077478,325,266,6.1376647589966415,135.1989168559792
1742110775.094017,326,268,4.86755680709472,162.57622388464668
1742110775.11247,326,271,5.815342700980809,186.1955933056127
1742110775.128582,326,274,4.467602250785643,167.51530320175732
1742110775.1464908,326,277,3.97488995923697,123.12830072362723
1742110775.162734,326,279,4.798604352578797,123.5180964160556
1742110775.178926,326,281,4.099368556280834,58.59193965216176
1742110775.1959932,326,282,3.270578426636372,61.2414437565705
1742110775.212322,326,283,2.5668159126307613,0.0
1742110775.229279,326,283,2.5668159126307613,61.45140211562692
1742110775.245552,326,284,2.116696627740907,57.85406493972248
1742110775.262837,326,285,2.090996245440189,60.745637029849235
1742110775.279299,326,286,2.5028236020543293,85.09635752837993
1742110775.295918,325,287,3.9040712699658866,0.0
1742110775.3120792,325,287,3.9040712699658866,84.92943503215433
1742110775.3287308,324,288,4.977876956155978,61.027587009661275
1742110775.3451169,324,289,4.0218040368178,0.0
1742110775.3623538,324,289,4.0218040368178,59.88269895205734
1742110775.379053,324,290,3.093631592562243,83.90468352098058
1742110775.395908,323,291,2.930518036565108,60.39836414953056
1742110775.4124649,323,292,2.446136685176989,62.30860877961821
1742110775.428514,322,292,3.4066575253124034,59.815233667517575
1742110775.4452322,322,293,3.3167701480058702,55.49122180326784
1742110775.463253,322,294,3.5208824085217802,60.760596841952776
1742110775.479711,321,294,4.474186378196275,58.90297302231522
1742110775.4966881,321,295,4.838800726086201,86.87485868824105
1742110775.5129669,320,296,5.133635966911221,84.50113398934018
1742110775.529703,319,297,4.697666808152484,137.79916343132305
1742110775.54593,318,299,4.134540924752188,85.20392435060003
1742110775.562528,317,300,4.775801907334905,133.14521383161951
1742110775.579322,315,301,6.702499103993205,126.75982707697631
1742110775.612792,312,304,6.952794658446464,127.66630349753072
1742110775.6629472,307,308,9.331224091478097,54.45568055973797
1742110775.729158,304,310,9.89086890231029,75.45867967801463
1742110775.814014,299,314,11.115877636975837,62.233507979167385
1742110775.882187,296,317,11.38330424378566,45.72166931851623
1742110775.931093,294,318,12.128730463782702,58.93656982265024
1742110775.979084,292,320,11.421592716483662,97.38450654685595
1742110776.008128,290,322,11.392956495105857,61.47031495024402
1742110776.024396,289,322,12.191930704684758,80.63130023130188
1742110776.0419352,288,323,12.185861125046971,83.84834578246065
1742110776.0756679,286,325,11.089741258032715,124.2251299676717
1742110776.093668,284,326,11.397695839353544,0.0
1742110776.107455,284,326,11.397695839353544,143.00797264949648
1742110776.123091,282,327,12.117449390144822,106.57799580590942
1742110776.1569211,279,329,11.388436317418762,134.46042153229743
1742110776.173551,277,330,11.39881192896653,118.74539594210425
1742110776.1923819,275,331,11.839313537025564,241.38127303448806
1742110776.207319,272,333,10.959060323704431,132.3915368543538
1742110776.2242088,270,334,10.629456097643876,172.19117514850564
1742110776.240635,268,336,9.972503684181678,99.17616364263603
1742110776.27699,265,338,8.928713805965632,166.74092318872553
1742110776.293953,263,340,7.223903059847366,84.86017827888413
1742110776.3106182,262,341,6.664547847580327,57.78074114891859
1742110776.327925,261,341,7.1766864409938576,63.202447146753464
1742110776.3437471,260,341,7.7841800166750135,60.706073062004286
1742110776.36022,260,342,7.0523932722842755,57.18517710577264
1742110776.377707,259,342,7.799030781232886,59.126335673404945
1742110776.39462,258,342,7.685540535554196,93.42786311826808
1742110776.409757,257,343,6.4306488848918795,133.10742069683903
1742110776.4265559,255,344,5.230803755693803,131.67961448808376
1742110776.443537,253,345,4.834187706368012,132.61617995078234
1742110776.4603982,251,346,5.420095352502468,188.1541974260547
1742110776.477205,248,347,4.402054326322895,57.74414890687813
1742110776.4945228,247,347,3.8883229971357873,272.51322555989134
1742110776.513234,242,348,4.2146313968943945,220.98303658360112
1742110776.546178,235,350,0.8440235178264389,186.631871435173
1742110776.563122,232,351,3.1767225099419947,59.60866352111876
1742110776.579898,231,351,4.175584756513821,207.59659168200332
1742110776.595131,228,352,3.6731397425168346,128.2857929346995
1742110776.610721,226,352,2.229758008785442,66.06555672814908
1742110776.640994,224,352,2.1099018904747684,65.63856025039124
1742110776.656229,223,352,2.6817193351042707,66.53401015228427
1742110776.671259,222,352,3.4542077524542707,0.0
1742110776.686102,222,352,3.4542077524542707,63.507722124644175
1742110776.7175941,220,352,5.23559131395885,60.29301951163415
1742110776.7673512,217,352,4.45261474138689,89.82703557206855
1742110776.848397,210,350,4.889619570103478,137.08976354520442
1742110777.0543292,184,339,2.6668748699092366,23.787268407196905
1742110777.4871502,175,334,3.601692886121808,79.5484470679151
1742110778.52271,130,265,2.463049018663532,46.1166187560474
1742110779.520417,129,219,3.31675245028186,12.008188108919027
1742110779.68697,129,217,2.162960257258752,6.685119276261577
1742110779.836556,129,216,2.1253640167029997,92.79296765534431
1742110779.868886,129,213,4.004185009529541,59.32201855623444
1742110779.8857431,129,212,4.8859259838393125,116.73543000278319
1742110779.902876,129,210,6.749060895975549,60.539591813169366
1742110779.919394,129,209,6.78600588451555,120.64905291317292
1742110779.935971,129,207,5.571690716083521,59.782836129363304
1742110779.9526982,129,206,5.151763603000152,63.653354207581586
1742110779.987827,130,204,3.852892902612353,0.0
1742110780.0064409,130,204,3.852892902612353,41.36690309374872
1742110780.040628,131,203,3.1067617274741828,59.642992740691234
1742110780.0741608,131,201,4.318081750304178,41.43452015280931
1742110780.108292,132,200,4.631739923031918,42.57413674154475
1742110780.1415098,133,199,5.316032301153318,56.905097209220294
1742110780.159083,133,198,6.305325543729781,61.70644645238746
1742110780.21033,134,195,4.711693240855392,88.08111139388794
1742110780.292199,138,189,3.30099248402987,86.18093138600248
1742110780.392016,143,182,1.306852519323816,79.68151467237125
1742110780.493197,147,175,6.001334381504957,73.50252526137594
1742110780.5612218,150,171,1.486587229386784,55.33970482633667
1742110780.612332,152,169,2.497337890718119,67.74937234835103
1742110780.645337,153,167,4.289973056152947,106.79928062770982
1742110780.6790972,155,164,5.4032697443401965,74.79530422439598
1742110780.698005,156,163,4.115232853554659,134.16036823636085
1742110780.714672,157,161,1.9485112739437973,81.41708326835115
1742110780.732042,158,160,1.2395618958162289,40.87798989370338
1742110780.766638,159,159,1.8100638669486133,60.48459153507823
1742110780.7831712,159,158,2.0971572280756603,0.0
1742110780.802034,159,158,2.0971572280756603,82.9739480964039
1742110780.819078,160,157,3.483946892267939,0.0
1742110780.8357701,160,157,3.483946892267939,86.2583486245488
1742110780.8521652,161,156,4.886481705380352,106.60128530260683
1742110780.885988,163,153,4.733775468384736,80.9924164222418
1742110780.903449,164,152,3.3343875016115834,61.27454675607369
1742110780.919769,164,151,2.581033984594586,85.84513946359064
1742110780.936243,165,150,1.1710022440006738,85.596144210738
1742110780.952765,166,149,0.284176144806389,87.31862627542245
1742110780.968961,167,148,1.670408904160724,166.6425509626555
1742110780.985934,169,146,4.4954738970151125,209.82354236634276
1742110781.006154,172,143,4.547619321877232,241.6783030792935
1742110781.0210729,175,141,0.956257347419106,132.1620661504323
1742110781.037992,176,139,1.3645841041168865,131.6500401782605
1742110781.054977,178,138,3.2863907748267005,77.81549321783255
1742110781.0731509,179,137,4.7006038330187305,133.55855518639854
1742110781.089893,181,136,6.521342411668981,120.59597354120199
1742110781.108435,183,135,4.315400807520953,133.25682872223013
1742110781.125215,185,134,2.1719717790230093,110.68173967404442
1742110781.157791,188,132,1.6411323787275056,62.27345478300892
1742110781.173849,189,132,2.628120234599655,57.88760075080049
1742110781.191124,190,132,3.6222529523097213,56.57733293765344
1742110781.208799,191,132,4.618919455188717,133.03567281765834
1742110781.225607,193,131,6.740118264009967,90.62625680619976
1742110781.25871,196,131,5.939273559404801,110.79732084986964
1742110781.327446,203,128,5.666704491041661,98.8991705842695
1742110781.410826,211,126,6.4335148345420645,69.42887718231385
1742110781.547467,220,123,8.600345801082447,124.00866868410138
1742110781.6852639,236,117,5.273327369524713,118.30334055237427
1742110781.7874,247,112,4.198275145706505,62.29886914709526
1742110781.8381598,250,111,1.2855009843951306,99.89722109446927
1742110781.869815,253,110,2.3831725415304543,60.17998163452709
1742110781.886432,254,110,3.382186919684383,128.52354791908348
1742110781.90383,256,109,5.450367872403532,93.32709798939533
1742110781.9377139,259,108,5.9001272849996464,121.15962793922237
1742110781.954221,261,108,3.9818430462497725,124.83604922838818
1742110781.970242,263,108,2.213288528578695,80.18549222045209
1742110781.9878788,264,107,2.4816176795773046,0.0
1742110782.0105002,264,107,2.4816176795773046,65.56570946210002
1742110782.025752,265,107,2.3833196051884933,90.58841485363781
1742110782.058869,268,107,4.0305794172961535,59.26250794772165
1742110782.075743,269,107,4.87517758363904,58.27202756397788
1742110782.0929039,270,107,5.769674384651336,115.36600057761336
1742110782.11024,272,107,7.63758565062757,60.73772011121409
1742110782.1267042,273,107,6.813788551727489,124.01661714049172
1742110782.142831,275,107,5.15487238870467,124.89180698855093
1742110782.158845,277,107,3.836366022684359,277.5270421465135
1742110782.1749592,281,105,5.673653178122763,250.20339734874645
1742110782.1914382,285,104,8.721906521203234,606.6671756145653
1742110782.2082481,295,102,10.829367147746776,378.5638930588065
1742110782.2249548,301,100,14.905632668713293,413.84508487516376
1742110782.242041,308,99,17.51335485221143,219.3100130718954
1742110782.2602801,312,99,18.153964472416202,119.36151624240527
1742110782.277036,314,99,18.788050457907698,2.1577524783545887
1742110782.7404811,315,99,19.175584658112868,114.40466968523266
1742110782.757963,317,99,20.07803428933195,132.69686270549929
1742110782.774814,319,100,20.31174633085059,82.25481676695911
1742110782.792007,320,101,20.131925146952224,141.20156068561568
1742110782.807843,322,102,19.78531033988933,84.97445170855558
1742110782.8244858,323,103,18.877372708101326,124.96667371484715
1742110782.842379,325,104,18.23860410050711,137.90249760769413
1742110782.858594,327,105,17.858839791809004,57.031994887344815
1742110782.876128,328,105,18.230001173042464,234.80181039686443
1742110782.894197,331,108,17.117915413789174,167.5321019464419
1742110782.91108,333,110,16.935655238086163,157.8445834512819
1742110782.928999,335,112,16.44192552854692,126.90619950880584
1742110782.9466188,337,113,15.703840422949648,162.85204885625276
1742110782.9639869,339,115,14.32006316110114,206.49095589502178
1742110782.981448,341,118,12.557775671338407,333.0091145989823
1742110782.998435,345,122,12.751664190550816,334.6501348397083
1742110783.013376,348,126,10.53484672630581,404.2550759679144
1742110783.031214,352,132,7.046382307688775,451.2578332527777
1742110783.047194,356,138,8.082826220318442,335.84335580397715
1742110783.0645561,359,143,2.839459776861757,568.8966050429286
1742110783.082134,365,151,6.735191536450279,443.02955563776857
1742110783.100332,369,158,1.7125646619528292,500.36340923203807
1742110783.1164448,373,165,6.694674715505532,291.202354999514
1742110783.133615,376,169,3.1668680075165834,195.7575653332577
1742110783.149769,377,172,4.492081844897212,129.537151767897
1742110783.167031,378,174,6.105798434035059,83.41970581267013
1742110783.183984,379,175,7.023886290684207,60.80463902580458
1742110783.2004302,380,175,7.095168188524135,88.61528902573647
1742110783.2163892,381,176,8.161855669679692,58.668158675096514
1742110783.2334342,381,177,7.631076129830745,60.75091612230414
1742110783.2498949,382,177,6.773146630240804,57.62910649757492
1742110783.2672472,383,177,5.959673451642477,58.48654377109072
1742110783.2843451,383,178,5.397697896029582,64.32586957855347
1742110783.299891,384,178,4.558216202888139,63.48080881462647
1742110783.3156438,385,178,3.797305271866058,63.819844494149514
1742110783.331313,385,179,3.168116515270828,87.37779482235726
1742110783.347498,386,180,1.8156512760967034,82.05455327249959
1742110783.364733,387,181,0.7457994760332025,0.0
1742110783.3816051,387,181,0.7457994760332025,160.9999756128309
1742110783.399173,389,183,2.6599758387194092,154.8160311784912
1742110783.419599,390,186,5.793959666567492,132.8077268482884
1742110783.436436,391,188,7.538443445202391,189.11731598304496
1742110783.4531572,392,191,4.546617299393746,157.24204335592933
1742110783.471145,394,193,1.7228248850457457,186.9053863811915
1742110783.488064,395,196,1.676819869623586,185.20119300103153
1742110783.5051389,396,199,4.7597609357819675,118.35279468854776
1742110783.524032,397,201,6.9391082273198785,340.65874263121975
1742110783.541888,398,207,3.6162097701789944,168.43466970082324
1742110783.559699,398,210,3.398292173734743,174.39423889494282
1742110783.577832,399,213,4.76402708480559,139.56263838781086
1742110783.593854,400,215,6.352404759832774,192.49345245380002
1742110783.609439,400,218,8.217796856745219,179.17668138000508
1742110783.6270878,401,221,5.561077306354075,177.19705337405648
1742110783.644934,402,224,3.784042340640622,255.4439943567305
1742110783.6610749,403,228,5.003062448336826,228.86864470363548
1742110783.6785522,403,232,8.61995829761884,251.45488728226738
1742110783.6949492,404,236,5.974277092590615,154.8399291199055
1742110783.714324,404,239,4.904778981750143,298.93122371890814
1742110783.727705,404,243,6.045109618595677,64.29628721218997
1742110783.743258,404,244,6.683185891555985,131.9357669744106
1742110783.758417,404,246,8.179744518113202,224.56452951412126
1742110783.7762291,404,250,8.386099169326835,221.37326982200113
1742110783.7942982,404,254,6.5690255541750755,165.74564326830617
1742110783.8123982,404,257,6.6159787500883676,166.58606720152514
1742110783.830407,404,260,7.8987500854145605,60.96726553869411
1742110783.8468091,404,261,8.520364562343664,60.216268986705714
1742110783.863416,404,262,9.208852894831525,118.53171496799537
1742110783.880289,404,264,9.863258083107736,184.162634467618
1742110783.896579,404,267,7.807396015732627,178.32672439449556
1742110783.913402,404,270,6.528935983677995,173.68197879858658
1742110783.930675,404,273,6.503735665865655,183.1097375461431
1742110783.9479449,403,276,8.582097000270714,178.94944399081038
1742110783.9656162,402,279,10.976108486620841,111.12505298855447
1742110783.983614,402,281,9.45925295614984,58.3774635341276
1742110784.0007439,402,282,8.773751818783637,188.2850752250706
1742110784.017539,401,285,8.107862591728484,64.4741906723645
1742110784.033049,401,286,7.825515337377458,135.750765144443
1742110784.049521,400,288,8.63111526021354,117.15769332830547
1742110784.066592,400,290,8.916202084601407,180.36081316246992
1742110784.084125,399,293,10.966192340196821,83.80037016678754
1742110784.101001,398,294,12.213628415031742,114.33917618515389
1742110784.1184928,398,296,10.673126791146917,130.51962734736043
1742110784.135625,397,298,10.109329305316475,133.36104516536244
1742110784.152392,396,300,10.024043221513109,174.8540483706397
1742110784.1704772,395,303,10.302223266359013,232.01307294297672
1742110784.1882482,394,307,11.711602118103597,267.8915397906076
1742110784.204942,392,311,11.92348457010358,260.49185819073654
1742110784.22211,390,315,11.25283563554089,244.9720715351256
1742110784.238941,389,319,11.292808043436589,183.62688927406342
1742110784.2561622,388,322,12.513685377432175,124.15113064478878
1742110784.274173,387,324,12.7697539874092,118.69430067706892
1742110784.293012,386,326,11.742293336464963,126.65940365307546
1742110784.310666,385,328,11.076835680835291,183.15272223970388
1742110784.327932,384,331,10.427910194001415,169.92456066792874
1742110784.344577,382,333,11.828381545623156,128.06200314461847
1742110784.362038,381,335,12.677753976532074,128.75998932301758
1742110784.379404,380,337,13.715091503408019,186.2361706729226
1742110784.396384,379,340,11.56607013960181,167.90912209009448
1742110784.413229,377,342,11.383555407735981,256.4146067092061
1742110784.43067,375,346,11.097804056286638,240.87748861953168
1742110784.447787,374,350,11.520146759092578,279.0807106261228
1742110784.465703,371,354,10.611866194157853,207.95613559884643
1742110784.483041,369,357,9.397863789099086,164.9992795870797
1742110784.500183,367,359,9.89515250115346,170.47151503831594
1742110784.516775,365,361,11.113426215335544,169.92456066792874
1742110784.53342,363,363,12.849219488604394,164.8181833759127
1742110784.550581,361,365,11.982501702545738,213.08090707439146
1742110784.567502,358,367,11.554762141654276,173.6937511424809
1742110784.583786,356,369,11.44365038905098,247.62979647579584
1742110784.600919,353,372,12.53491297703164,79.0548246283682
1742110784.618808,352,373,13.185080446476846,168.620328377961
1742110784.635582,350,375,13.430794735336283,134.9149672348708
1742110784.6521559,349,377,11.708410218368027,118.06524494000628
1742110784.6710951,347,378,11.526958478968231,71.35839940113648
1742110784.685109,347,379,10.649407786836411,59.04227255451231
1742110784.702046,347,380,9.795356075447508,127.84205531882007
1742110784.7195368,345,381,10.282650561945552,0.0
1742110784.736445,345,381,10.282650561945552,85.33139990384133
1742110784.7530181,344,382,10.387223438602481,76.7760597667032
1742110784.7714381,343,383,10.679696575644195,0.0
1742110784.788618,343,383,10.679696575644195,79.90787678349642
1742110784.8063161,342,384,11.145287216227311,82.04547355375358
1742110784.823553,341,385,11.76345762590972,86.3965509426084
1742110784.839922,340,386,12.511612346174537,81.2475735411087
1742110784.8573282,339,387,11.853528667673618,152.83796963452002
1742110784.8758342,337,389,9.985994395000834,94.49502328292428
1742110784.8908002,336,390,9.237264484023502,278.63205165679057
1742110784.908745,333,394,7.446551937413125,211.99066595012002
1742110784.925753,331,397,7.8719911886743414,126.17547002326457
1742110784.943475,329,398,9.689118645152751,152.1967901655156
1742110784.962059,327,400,8.685817741954946,81.30994231080756
1742110784.979452,326,401,7.416294524864377,130.6796647898017
1742110784.996563,324,402,6.1103200978291365,183.05414023703543
1742110785.013838,321,403,5.869172982768809,137.9085809151893
1742110785.0300522,319,404,6.386061283769884,128.9051068941721
1742110785.0473988,317,405,7.5575370285871575,79.3509418010986
1742110785.065221,316,406,8.165436949210987,0.0
1742110785.083385,316,406,8.165436949210987,59.10800450958286
1742110785.1003032,315,406,9.135149323183905,102.34026227597865
1742110785.114122,314,407,9.950324004269477,69.16956363996174
1742110785.1285791,313,407,10.13116308204002,182.19417628202137
1742110785.1459358,310,408,8.11050113590082,125.8757296169442
1742110785.1636999,308,409,6.899855751425648,162.3172821846764
1742110785.1811252,306,411,5.351598423788753,122.85497592742047
1742110785.199326,305,413,4.284765970620816,206.66873666717294
1742110785.216772,302,415,6.221157310945575,59.94089233143739
1742110785.2334552,302,416,6.156834728293031,55.1729653648334
1742110785.25158,301,416,7.156716875568007,83.27214737078451
1742110785.268563,300,417,8.23009080062597,59.389216130493885
1742110785.285401,299,417,8.992719319110668,84.01044672571344
1742110785.302235,298,418,7.605741190264361,79.74029872848378
1742110785.3199701,297,419,6.2310189659687,53.390496314871626
1742110785.3387,296,419,5.388019675341564,77.7767206649934
1742110785.356883,295,420,4.001131630282304,60.26645209494799
1742110785.373476,294,420,3.19596823990034,85.17823029833887
1742110785.390079,293,421,1.7867599982732405,55.91659778696174
1742110785.4079628,292,421,1.182230924580958,130.6559981931303
1742110785.425077,290,422,1.606588599368057,0.0
1742110785.442498,290,422,1.606588599368057,59.51984560586925
1742110785.459299,289,422,2.605050017797273,57.79985116996941
1742110785.4766002,288,422,3.604364612914699,106.29254941713127
1742110785.4954162,286,422,5.603727473570074,170.3017080367052
1742110785.513032,283,422,8.603327123901689,244.72279596242487
1742110785.529377,279,422,6.563885377407131,170.1543204868154
1742110785.547008,276,422,4.939850615866533,178.65587596370915
1742110785.5638,273,422,4.870283047874606,112.58818634490719
1742110785.581564,271,422,5.767553976569268,115.78798586572438
1742110785.598837,269,422,7.128092366044731,182.21316033364226
1742110785.6153011,266,422,9.598293266940898,114.12916831063522
1742110785.6328251,264,422,10.479628688561816,184.18420012588373
1742110785.6491132,261,422,8.652656764518664,173.42059359267375
1742110785.667348,258,423,6.627725411045633,249.1005764281899
1742110785.6838999,254,424,6.110125725003564,178.66981665191452
1742110785.701599,251,425,7.2382257090394555,174.82639143705268
1742110785.719687,248,426,9.351480441868503,233.16738240144883
1742110785.73737,244,427,6.4193506440805095,305.62667650714195
1742110785.7540538,239,428,2.559984397172124,242.11853411853747
1742110785.771083,235,429,3.9517063437050366,288.24397134574536
1742110785.788773,230,430,8.658027514912764,256.74041654551854
1742110785.804353,226,430,5.537057057237776,283.85154706153054
1742110785.8219678,221,430,0.5850270576372174,284.31333206800247
1742110785.839554,216,430,4.474987425817939,116.74680249954768
1742110785.8566852,214,430,6.472929381852784,190.10578797081087
1742110785.8724658,211,430,9.120840760243645,172.70934446030526
1742110785.889836,208,430,6.342330453127688,0.0
1742110785.9065442,208,430,6.342330453127688,57.85805526050791
